"","Name","DistanceAT","ortholog","Strain","Length","EffectiveLength","TPM","NumReads","TF"
"297","Eam702_000297-T1",11280,"og_3687","Eam702",1044,795,8.700789,85,"FALSE"
"298","Eam702_000298-T1",3308,"og_30791","Eam702",681,432,0,0,"TRUE"
"299","Eam702_000299-T1",7793,"og_3110","Eam702",4281,4032,4.541181,225,"FALSE"
"300","Eam702_000300-T1",54494,"og_4870","Eam702",975,726,1635.517882,14591,"FALSE"
"301","Eam702_000301-T1",0,"og_2809","Eam702",1392,1143,32.536949,457,"FALSE"
"302","Eam702_000302-T1",56788,"og_3765","Eam702",2109,1860,35.220036,805,"FALSE"
"303","Eam702_000303-T1",1570,"og_0848","Eam702",399,150,0,0,"FALSE"
"304","Eam702_000304-T1",0,"og_3945","Eam702",189,8.759,836.149271,90,"FALSE"
"305","Eam702_000305-T1",0,"og_1836","Eam702",1899,1650,1361.083555,27597,"FALSE"
"306","Eam702_000306-T1",259107,"og_9526","Eam702",999,750,65.753401,606,"FALSE"
"307","Eam702_000307-T1",60005,"og_2651","Eam702",1167,918,25.441697,287,"FALSE"
"308","Eam702_000308-T1",5388,"og_10499","Eam702",1569,1320,39.949186,648,"FALSE"
"309","Eam702_000309-T1",61522,"og_4008","Eam702",219,12.606,542.245525,84,"FALSE"
"310","Eam702_000310-T1",62235,"og_1370","Eam702",894,645,49.583787,393,"FALSE"
"311","Eam702_000311-T1",257213,"og_2789","Eam702",714,465,55.827038,319,"FALSE"
"312","Eam702_000312-T1",64009,"og_2401","Eam702",492,243,33.823766,101,"FALSE"
"313","Eam702_000313-T1",65155,"og_0469","Eam702",297,49.689,248.936821,152,"FALSE"
"314","Eam702_000314-T1",253185,"og_11006","Eam702",1233,984,7.773912,94,"FALSE"
"315","Eam702_000315-T1",919,"og_8879","Eam702",1539,1290,12.301321,195,"FALSE"
"316","Eam702_000316-T1",66913,"og_30792","Eam702",495,246,121.074542,366,"TRUE"
"317","Eam702_000317-T1",250503,"og_11161","Eam702",1311,1062,36.244614,473,"FALSE"
"318","Eam702_000318-T1",0,"og_30793","Eam702",498,249,4071.839903,12459,"TRUE"
"319","Eam702_000319-T1",4590,"og_4029","Eam702",921,672,18.52802,153,"FALSE"
"320","Eam702_000320-T1",249461,"og_9645","Eam702",453,204,75.394296,189,"FALSE"
"321","Eam702_000321-T1",248121,"og_10867","Eam702",1002,753,7.781161,72,"FALSE"
"322","Eam702_000322-T1",6099,"og_10909","Eam702",792,543,1.948276,13,"FALSE"
"323","Eam702_000323-T1",72935,"og_10062","Eam702",2814,2565,8.375744,264,"FALSE"
"324","Eam702_000324-T1",246493,"og_11546","Eam702",492,243,12.390884,37,"FALSE"
"325","Eam702_000325-T1",8812,"og_3033","Eam702",1854,1605,11.509532,227,"FALSE"
"326","Eam702_000326-T1",243876,"og_4507","Eam702",2037,1788,7.509712,165,"FALSE"
"327","Eam702_000327-T1",77261,"og_0021","Eam702",1011,762,9.611571,90,"FALSE"
"328","Eam702_000328-T1",241166,"og_4514","Eam702",1530,1281,12.514801,197,"FALSE"
"329","Eam702_000329-T1",7977,"og_10082","Eam702",3792,3543,2.825145,123,"FALSE"
"330","Eam702_000330-T1",79759,"og_1861","Eam702",744,495,12.494396,76,"FALSE"
"331","Eam702_000331-T1",239680,"og_2776","Eam702",843,594,19.179993,140,"FALSE"
"332","Eam702_000332-T1",81020,"og_11229","Eam702",4167,3918,5.670287,273,"FALSE"
"333","Eam702_000333-T1",237353,"og_4161","Eam702",816,567,21.672088,151,"FALSE"
"334","Eam702_000334-T1",1057,"og_1094","Eam702",1716,1467,10.706168,193,"FALSE"
"335","Eam702_000335-T1",234866,"og_8205","Eam702",1491,1242,20.835906,318,"FALSE"
"336","Eam702_000336-T1",4546,"og_0754","Eam702",669,420,25.575934,132,"FALSE"
"337","Eam702_000337-T1",85581,"og_11711","Eam702",2340,2091,1.167546,30,"FALSE"
"338","Eam702_000338-T1",232399,"og_9798","Eam702",1755,1506,6.214121,115,"FALSE"
"339","Eam702_000339-T1",2572,"og_1566","Eam702",630,381,3.844629,18,"FALSE"
"340","Eam702_000340-T1",1277,"og_11381","Eam702",465,216,57.265979,152,"FALSE"
"341","Eam702_000341-T1",229099,"og_3322","Eam702",3087,2838,8.630997,301,"FALSE"
"342","Eam702_000342-T1",4123,"og_1806","Eam702",2100,1851,33.149103,754,"FALSE"
"343","Eam702_000343-T1",90043,"og_9292","Eam702",1311,1062,18.390502,240,"FALSE"
"344","Eam702_000344-T1",92029,"og_4014","Eam702",873,624,26.473923,203,"FALSE"
"345","Eam702_000345-T1",1979,"og_3217","Eam702",1611,1362,76.000572,1272,"FALSE"
"346","Eam702_000346-T1",225915,"og_10071","Eam702",1950,1701,13.252027,277,"FALSE"
"347","Eam702_000347-T1",93233,"og_9680","Eam702",732,483,141.695391,841,"FALSE"
"348","Eam702_000348-T1",224816,"og_9908","Eam702",519,270,31.044189,103,"FALSE"
"349","Eam702_000349-T1",0,"og_2274","Eam702",825,576,85.475126,605,"FALSE"
"350","Eam702_000350-T1",95298,"og_0155","Eam702",1050,801,114.091713,1123,"FALSE"
"351","Eam702_000351-T1",222005,"og_9975","Eam702",2112,1863,16.991965,389,"FALSE"
"352","Eam702_000352-T1",2032,"og_9796","Eam702",30939,30690,24.553927,9260,"FALSE"
"353","Eam702_000353-T1",97215,"og_0189","Eam702",288,42.248,169.505307,88,"FALSE"
"354","Eam702_000354-T1",1892,"og_30794","Eam702",3261,3012,35.771724,1324,"TRUE"
"355","Eam702_000355-T1",219995,"og_10017","Eam702",1380,1131,3.957373,55,"FALSE"
"356","Eam702_000356-T1",100464,"og_2593","Eam702",3171,2922,22.001573,790,"FALSE"
"357","Eam702_000357-T1",218561,"og_2534","Eam702",1128,879,58.418089,631,"FALSE"
"358","Eam702_000358-T1",1104,"og_30795","Eam702",240,17.366,4.686073,1,"TRUE"
"359","Eam702_000359-T1",0,"og_11115","Eam702",807,558,45.064145,309,"FALSE"
"360","Eam702_000360-T1",6498,"og_11657","Eam702",1929,1680,96.491023,1992,"FALSE"
"361","Eam702_000361-T1",216368,"og_30796","Eam702",615,366,3.335163,15,"TRUE"
"362","Eam702_000362-T1",104871,"og_10839","Eam702",2124,1875,10.329577,238,"FALSE"
"363","Eam702_000363-T1",214199,"og_7755","Eam702",1434,1185,55.625449,810,"FALSE"
"364","Eam702_000364-T1",107137,"og_3883","Eam702",975,726,8.406815,75,"FALSE"
"365","Eam702_000365-T1",10177,"og_1033","Eam702",2406,2157,17.769599,471,"FALSE"
"366","Eam702_000366-T1",211311,"og_3652","Eam702",1506,1257,10.293634,159,"FALSE"
"367","Eam702_000367-T1",108959,"og_11602","Eam702",213,11.625,483.038286,69,"FALSE"
"368","Eam702_000368-T1",209974,"og_8334","Eam702",774,525,26.970985,174,"FALSE"
"369","Eam702_000369-T1",12895,"og_2781","Eam702",1815,1566,55.914877,1076,"FALSE"
"370","Eam702_000370-T1",110774,"og_3794","Eam702",2598,2349,22.345164,645,"FALSE"
"371","Eam702_000371-T1",208119,"og_3347","Eam702",1347,1098,23.642598,319,"FALSE"
"372","Eam702_000372-T1",15260,"og_1569","Eam702",822,573,130.233158,917,"FALSE"
"373","Eam702_000373-T1",206734,"og_0111","Eam702",279,35.644,75.341811,33,"FALSE"
"374","Eam702_000374-T1",15705,"og_10072","Eam702",2109,1860,18.025658,412,"FALSE"
"375","Eam702_000375-T1",202533,"og_8748","Eam702",2760,2511,5.379826,166,"FALSE"
"376","Eam702_000376-T1",12935,"og_2243","Eam702",1656,1407,8.96488,155,"FALSE"
"377","Eam702_000377-T1",197448,"og_10831","Eam702",3636,3387,14.656204,610,"FALSE"
"378","Eam702_000378-T1",10828,"og_11076","Eam702",1308,1059,19.748951,257,"FALSE"
"379","Eam702_000379-T1",122471,"og_11184","Eam702",1467,1218,47.370264,709,"FALSE"
"380","Eam702_000380-T1",9037,"og_9467","Eam702",978,729,22.995696,206,"FALSE"
"381","Eam702_000381-T1",195524,"og_4493","Eam702",396,147,398.032385,719,"FALSE"
"382","Eam702_000382-T1",6436,"og_9650","Eam702",924,675,42.798785,355,"FALSE"
"383","Eam702_000383-T1",194548,"og_3908","Eam702",594,345,83.972631,356,"FALSE"
"384","Eam702_000384-T1",192832,"og_2428","Eam702",756,507,82.822551,516,"FALSE"
"385","Eam702_000385-T1",5134,"og_2628","Eam702",942,693,25.364563,216,"FALSE"
"386","Eam702_000386-T1",1857,"og_30797","Eam702",564,315,2.84177,11,"TRUE"
"387","Eam702_000387-T1",33785,"og_1588","Eam702",699,450,35.987147,199,"FALSE"
"388","Eam702_000388-T1",2911,"og_4010","Eam702",1137,888,148.093245,1616,"FALSE"
"389","Eam702_000389-T1",128817,"og_4204","Eam702",1509,1260,3.875141,60,"FALSE"
"390","Eam702_000390-T1",186814,"og_4524","Eam702",3111,2862,23.514878,827,"FALSE"
"391","Eam702_000391-T1",3795,"og_0505","Eam702",801,552,19.902221,135,"FALSE"
"392","Eam702_000392-T1",34997,"og_2261","Eam702",3129,2880,27.182503,962,"FALSE"
"393","Eam702_000393-T1",5563,"og_10733","Eam702",1698,1449,58.014799,1033,"FALSE"
"394","Eam702_000394-T1",0,"og_8005","Eam702",1587,1338,5.595496,92,"FALSE"
"395","Eam702_000395-T1",131807,"og_4794","Eam702",660,411,0.198,1,"FALSE"
"396","Eam702_000396-T1",133058,"og_1209","Eam702",1080,831,1.077205,11,"FALSE"
"397","Eam702_000397-T1",38602,"og_4769","Eam702",510,261,52.069429,167,"FALSE"
"398","Eam702_000398-T1",185153,"og_10802","Eam702",1314,1065,9.704228,127,"FALSE"
"399","Eam702_000399-T1",39623,"og_9303","Eam702",1584,1335,53.276664,874,"FALSE"
"400","Eam702_000400-T1",8915,"og_3759","Eam702",1998,1749,14.702938,316,"FALSE"
"401","Eam702_000401-T1",182060,"og_10451","Eam702",1308,1059,36.577823,476,"FALSE"
"402","Eam702_000402-T1",136803,"og_10193","Eam702",1212,963,17.914984,212,"FALSE"
"403","Eam702_000403-T1",42722,"og_3180","Eam702",1167,918,512.202526,5778,"FALSE"
"404","Eam702_000404-T1",12001,"og_2443","Eam702",1485,1236,0.592558,9,"FALSE"
"405","Eam702_000405-T1",180440,"og_0067","Eam702",924,675,27.96991,232,"FALSE"
"406","Eam702_000406-T1",139303,"og_0808","Eam702",1533,1284,3.73933,59,"FALSE"
"407","Eam702_000407-T1",45026,"og_9930","Eam702",2019,1770,144.687274,3147,"FALSE"
"408","Eam702_000408-T1",11463,"og_1911","Eam702",1719,1470,12.954044,234,"FALSE"
"409","Eam702_000409-T1",141030,"og_10203","Eam702",540,291,12.304573,44,"FALSE"
"410","Eam702_000410-T1",176908,"og_1674","Eam702",939,690,28.895077,245,"FALSE"
"411","Eam702_000411-T1",142468,"og_7908","Eam702",603,354,55.861149,243,"FALSE"
"412","Eam702_000412-T1",9853,"og_2058","Eam702",672,423,0.769532,4,"FALSE"
"413","Eam702_000413-T1",49603,"og_3395","Eam702",1437,1188,33.359488,487,"FALSE"
"414","Eam702_000414-T1",174625,"og_10798","Eam702",1146,897,1.995892,22,"FALSE"
"415","Eam702_000415-T1",8433,"og_0017","Eam702",444,195,0.417323,1,"FALSE"
"416","Eam702_000416-T1",145823,"og_3785","Eam702",3723,3474,18.833589,804,"FALSE"
"417","Eam702_000417-T1",5459,"og_1565","Eam702",1977,1728,7.629185,162,"FALSE"
"418","Eam702_000418-T1",173691,"og_3571","Eam702",510,261,46.145363,148,"FALSE"
"419","Eam702_000419-T1",170757,"og_8385","Eam702",2211,1962,15.429462,372,"FALSE"
"420","Eam702_000420-T1",53387,"og_3545","Eam702",2133,1884,6.047195,140,"FALSE"
"421","Eam702_000421-T1",4282,"og_4774","Eam702",456,207,7.076345,18,"FALSE"
"422","Eam702_000422-T1",1072,"og_1084","Eam702",981,732,7.782046,70,"FALSE"
"423","Eam702_000423-T1",168049,"og_1512","Eam702",1704,1455,6.935305,124,"FALSE"
"424","Eam702_000424-T1",2145,"og_0686","Eam702",747,498,8.007069,49,"FALSE"
"425","Eam702_000425-T1",151479,"og_30798","Eam702",297,49.689,13.101938,8,"TRUE"
"426","Eam702_000426-T1",3495,"og_9444","Eam702",1350,1101,16.334724,221,"FALSE"
"427","Eam702_000427-T1",58030,"og_9258","Eam702",1677,1428,46.67266,819,"FALSE"
"428","Eam702_000428-T1",165422,"og_9742","Eam702",1518,1269,22.957694,358,"FALSE"
"429","Eam702_000429-T1",206,"og_0622","Eam702",414,165,0,0,"FALSE"
"430","Eam702_000430-T1",153537,"og_0320","Eam702",870,621,17.821907,136,"FALSE"
"431","Eam702_000431-T1",5234,"og_1210","Eam702",2166,1917,71.614312,1687,"FALSE"
"432","Eam702_000432-T1",0,"og_4491","Eam702",342,93.011,0,0,"FALSE"
"433","Eam702_000433-T1",154955,"og_10174","Eam702",246,19.23,1396.476566,330,"FALSE"
"434","Eam702_000434-T1",60399,"og_9439","Eam702",2241,1992,54.742209,1340,"FALSE"
"435","Eam702_000435-T1",155764,"og_4065","Eam702",612,363,132.491407,591,"FALSE"
"436","Eam702_000436-T1",162886,"og_9147","Eam702",1047,798,35.284183,346,"FALSE"
"437","Eam702_000437-T1",156674,"og_9756","Eam702",1233,984,0.744311,9,"FALSE"
"438","Eam702_000438-T1",8737,"og_2626","Eam702",2265,2016,7.709917,191,"FALSE"
"439","Eam702_000439-T1",158622,"og_10007","Eam702",1050,801,28.04035,276,"FALSE"
"440","Eam702_000440-T1",159991,"og_8952","Eam702",1494,1245,243.480275,3725,"FALSE"
"441","Eam702_000441-T1",64671,"og_8593","Eam702",3750,3501,59.574904,2563,"FALSE"
"442","Eam702_000442-T1",155288,"og_1936","Eam702",12405,12156,1.760645,263,"FALSE"
"443","Eam702_000443-T1",11349,"og_0315","Eam702",837,588,48.439269,350,"FALSE"
"444","Eam702_000444-T1",156336,"og_4111","Eam702",2490,2241,13.944284,384,"FALSE"
"445","Eam702_000445-T1",12842,"og_2132","Eam702",2298,2049,17.117572,431,"FALSE"
"446","Eam702_000446-T1",68891,"og_11018","Eam702",2388,2139,20.620318,542,"FALSE"
"447","Eam702_000447-T1",15784,"og_8259","Eam702",1260,1011,1.931821,24,"FALSE"
"448","Eam702_000448-T1",151586,"og_3744","Eam702",2961,2712,2.700596,90,"FALSE"
"449","Eam702_000449-T1",17885,"og_9022","Eam702",1191,942,106.776192,1236,"FALSE"
"450","Eam702_000450-T1",72870,"og_4244","Eam702",807,558,22.604992,155,"FALSE"
"451","Eam702_000451-T1",75075,"og_30799","Eam702",459,210,21.700792,56,"TRUE"
"452","Eam702_000452-T1",147699,"og_1807","Eam702",2916,2667,20.840328,683,"FALSE"
"453","Eam702_000453-T1",76798,"og_8519","Eam702",1515,1266,20.119514,313,"FALSE"
"454","Eam702_000454-T1",22641,"og_8119","Eam702",1662,1413,178.017911,3091,"FALSE"
"455","Eam702_000455-T1",145350,"og_8713","Eam702",1476,1227,19.034619,287,"FALSE"
"456","Eam702_000456-T1",149987,"og_11279","Eam702",3990,3741,16.075467,739,"FALSE"
"457","Eam702_000457-T1",79731,"og_3844","Eam702",489,240,0.67815,2,"FALSE"
"458","Eam702_000458-T1",25642,"og_8099","Eam702",2094,1845,46.400881,1052,"FALSE"
"459","Eam702_000459-T1",142222,"og_8651","Eam702",2673,2424,6.378636,190,"FALSE"
"460","Eam702_000460-T1",81895,"og_1653","Eam702",1911,1662,111.882469,2285,"FALSE"
"461","Eam702_000461-T1",141717,"og_30800","Eam702",201,10.012,24.383528,3,"TRUE"
"462","Eam702_000462-T1",29855,"og_7963","Eam702",2535,2286,84.653025,2378,"FALSE"
"463","Eam702_000463-T1",84949,"og_3320","Eam702",2952,2703,14.631777,486,"FALSE"
"464","Eam702_000464-T1",137622,"og_3383","Eam702",2490,2241,16.449898,453,"FALSE"
"465","Eam702_000465-T1",33435,"og_6387","Eam702",1449,1200,1.966634,29,"FALSE"
"466","Eam702_000466-T1",88914,"og_2581","Eam702",237,16.531,68.919543,14,"FALSE"
"467","Eam702_000467-T1",142083,"og_11192","Eam702",1788,1539,52.77142,998,"FALSE"
"468","Eam702_000468-T1",135842,"og_2335","Eam702",675,426,14.327108,75,"FALSE"
"469","Eam702_000469-T1",89651,"og_10828","Eam702",1302,1053,7.805484,101,"FALSE"
"470","Eam702_000470-T1",35478,"og_2277","Eam702",561,312,0,0,"FALSE"
"471","Eam702_000471-T1",91653,"og_9561","Eam702",564,315,28.93439,112,"FALSE"
"472","Eam702_000472-T1",37955,"og_10918","Eam702",4686,4437,6.162497,336,"FALSE"
"473","Eam702_000473-T1",139976,"og_11751","Eam702",477,228,100.29478,281,"FALSE"
"474","Eam702_000474-T1",93019,"og_3228","Eam702",2664,2415,9.199249,273,"FALSE"
"475","Eam702_000475-T1",128977,"og_9997","Eam702",2811,2562,11.688951,368,"FALSE"
"476","Eam702_000476-T1",137585,"og_2894","Eam702",912,663,3.927745,32,"FALSE"
"477","Eam702_000477-T1",96792,"og_9832","Eam702",5490,5241,4.037068,260,"FALSE"
"478","Eam702_000478-T1",133894,"og_2458","Eam702",1716,1467,7.932549,143,"FALSE"
"479","Eam702_000479-T1",126903,"og_30801","Eam702",621,372,17.500639,80,"TRUE"
"480","Eam702_000480-T1",44030,"og_9563","Eam702",1050,801,6.908492,68,"FALSE"
"481","Eam702_000481-T1",125277,"og_8115","Eam702",924,675,54.010861,448,"FALSE"
"482","Eam702_000482-T1",130294,"og_4269","Eam702",2019,1770,54.068076,1176,"FALSE"
"483","Eam702_000483-T1",102737,"og_2028","Eam702",519,270,178.428736,592,"FALSE"
"484","Eam702_000484-T1",121720,"og_6341","Eam702",1188,939,12.479689,144,"FALSE"
"485","Eam702_000485-T1",104180,"og_3300","Eam702",1665,1416,2.413753,42,"FALSE"
"486","Eam702_000486-T1",126845,"og_10188","Eam702",1809,1560,1.877953,36,"FALSE"
"487","Eam702_000487-T1",119981,"og_4082","Eam702",621,372,263.603373,1205,"FALSE"
"488","Eam702_000488-T1",52088,"og_30802","Eam702",696,447,2.548751,14,"TRUE"
"489","Eam702_000489-T1",116109,"og_11236","Eam702",2730,2481,17.35145,529,"FALSE"
"490","Eam702_000490-T1",106795,"og_2083","Eam702",705,456,36.762855,206,"FALSE"
"491","Eam702_000491-T1",53955,"og_0547","Eam702",750,501,14.293935,88,"FALSE"
"492","Eam702_000492-T1",108981,"og_2845","Eam702",522,273,68.858283,231,"FALSE"
"493","Eam702_000493-T1",109868,"og_4027","Eam702",1032,783,74.206733,714,"FALSE"
"494","Eam702_000494-T1",56340,"og_8681","Eam702",1194,945,36.856901,428,"FALSE"
"495","Eam702_000495-T1",120724,"og_7757","Eam702",1581,1332,18.328372,300,"FALSE"
"496","Eam702_000496-T1",112301,"og_3478","Eam702",465,216,114.155209,303,"FALSE"
"497","Eam702_000497-T1",100862,"og_2144","Eam702",12105,11856,25.231564,3676,"FALSE"
"498","Eam702_000498-T1",58393,"og_0473","Eam702",837,588,0.415194,3,"FALSE"
"499","Eam702_000499-T1",119135,"og_10186","Eam702",735,486,8.707108,52,"FALSE"
"500","Eam702_000500-T1",59470,"og_8944","Eam702",1059,810,9.041997,90,"FALSE"
"501","Eam702_000501-T1",1884,"og_9658","Eam702",1431,1182,58.313995,847,"FALSE"
"502","Eam702_000502-T1",114654,"og_1331","Eam702",2739,2490,26.929899,824,"FALSE"
"503","Eam702_000503-T1",61964,"og_0794","Eam702",6312,6063,16.321229,1216,"FALSE"
"504","Eam702_000504-T1",114572,"og_1339","Eam702",2205,1956,15.060749,362,"FALSE"
"505","Eam702_000505-T1",4666,"og_3002","Eam702",1908,1659,14.715727,300,"FALSE"
"506","Eam702_000506-T1",2166,"og_0793","Eam702",561,312,37.559063,144,"FALSE"
"507","Eam702_000507-T1",119186,"og_9809","Eam702",825,576,66.260883,469,"FALSE"
"508","Eam702_000508-T1",3103,"og_0402","Eam702",852,603,26.85608,199,"FALSE"
"509","Eam702_000509-T1",7273,"og_8739","Eam702",1023,774,45.840821,436,"FALSE"
"510","Eam702_000510-T1",4426,"og_3790","Eam702",543,294,14.116587,51,"FALSE"
"511","Eam702_000511-T1",122121,"og_10437","Eam702",2061,1812,25.733762,573,"FALSE"
"512","Eam702_000512-T1",5755,"og_9061","Eam702",1680,1431,22.917765,403,"FALSE"
"513","Eam702_000513-T1",9938,"og_2925","Eam702",870,621,11.531822,88,"FALSE"
"514","Eam702_000514-T1",69136,"og_0918","Eam702",1392,1143,10.181146,143,"FALSE"
"515","Eam702_000515-T1",107728,"og_0328","Eam702",1692,1443,31.693985,562,"FALSE"
"516","Eam702_000516-T1",11271,"og_8306","Eam702",384,135,167.578333,278,"FALSE"
"517","Eam702_000517-T1",12028,"og_1701","Eam702",531,282,33.763201,117,"FALSE"
"518","Eam702_000518-T1",98263,"og_2397","Eam702",723,474,295.810642,1723,"FALSE"
"519","Eam702_000519-T1",71761,"og_2645","Eam702",3120,2871,7.086204,250,"FALSE"
"520","Eam702_000520-T1",126014,"og_10172","Eam702",3159,2910,22.735495,813,"FALSE"
"521","Eam702_000521-T1",105642,"og_3546","Eam702",1083,834,191.931019,1967,"FALSE"
"522","Eam702_000522-T1",5541,"og_1876","Eam702",4716,4467,5.574582,306,"FALSE"
"523","Eam702_000523-T1",8987,"og_3684","Eam702",1299,1050,49.756817,642,"FALSE"
"524","Eam702_000524-T1",97076,"og_2392","Eam702",447,198,25.070991,61,"FALSE"
"525","Eam702_000525-T1",102098,"og_3098","Eam702",2169,1920,20.51403,484,"FALSE"
"526","Eam702_000526-T1",95342,"og_7855","Eam702",1371,1122,16.319112,225,"FALSE"
"527","Eam702_000527-T1",4832,"og_9473","Eam702",3114,2865,14.883789,524,"FALSE"
"528","Eam702_000528-T1",75596,"og_11267","Eam702",759,510,21.541228,135,"FALSE"
"529","Eam702_000529-T1",130429,"og_2473","Eam702",2145,1896,13.047945,304,"FALSE"
"530","Eam702_000530-T1",93562,"og_4243","Eam702",1239,990,10.439396,127,"FALSE"
"531","Eam702_000531-T1",76924,"og_8162","Eam702",1059,810,4.018665,40,"FALSE"
"532","Eam702_000532-T1",78937,"og_2502","Eam702",2052,1803,52.491725,1163,"FALSE"
"533","Eam702_000533-T1",133158,"og_7712","Eam702",1440,1191,35.666919,522,"FALSE"
"534","Eam702_000534-T1",3471,"og_10893","Eam702",588,339,92.420409,385,"FALSE"
"535","Eam702_000535-T1",90153,"og_8886","Eam702",1533,1284,55.709686,879,"FALSE"
"536","Eam702_000536-T1",2959,"og_8586","Eam702",1257,1008,0.080732,1,"FALSE"
"537","Eam702_000537-T1",2204,"og_3025","Eam702",729,480,7.629185,45,"FALSE"
"538","Eam702_000538-T1",135648,"og_9984","Eam702",2769,2520,10.624346,329,"FALSE"
"539","Eam702_000539-T1",820,"og_11512","Eam702",789,540,17.782594,118,"FALSE"
"540","Eam702_000540-T1",94873,"og_8076","Eam702",1266,1017,2.000442,25,"FALSE"
"541","Eam702_000541-T1",88300,"og_8754","Eam702",1119,870,21.139565,226,"FALSE"
"542","Eam702_000542-T1",2060,"og_8983","Eam702",327,78.082,139.65679,134,"FALSE"
"543","Eam702_000543-T1",0,"og_2524","Eam702",1002,753,18.264113,169,"FALSE"
"544","Eam702_000544-T1",0,"og_2099","Eam702",1626,1377,0.354588,6,"FALSE"
"545","Eam702_000545-T1",83264,"og_10890","Eam702",2505,2256,42.564719,1180,"FALSE"
"546","Eam702_000546-T1",85964,"og_9109","Eam702",1350,1101,149.67338,2025,"FALSE"
"547","Eam702_000547-T1",92540,"og_3688","Eam702",1551,1302,7.12526,114,"FALSE"
"548","Eam702_000548-T1",86084,"og_0235","Eam702",327,78.082,189.683103,182,"FALSE"
"549","Eam702_000549-T1",91529,"og_11695","Eam702",732,483,20.723583,123,"FALSE"
"550","Eam702_000550-T1",84032,"og_8558","Eam702",690,441,23.61991,128,"FALSE"
"551","Eam702_000551-T1",87378,"og_3797","Eam702",2250,2001,14.681383,361,"FALSE"
"552","Eam702_000552-T1",90416,"og_3174","Eam702",741,492,19.682883,119,"FALSE"
"553","Eam702_000553-T1",82119,"og_0004","Eam702",1092,843,38.999645,404,"FALSE"
"554","Eam702_000554-T1",131069,"og_10063","Eam702",555,306,220.997038,831,"FALSE"
